item_category,item,ambiguity,length,resolution,finality,sentence,critical_word_index,final_word_index
critical,26,unambiguous,short,object,final,After the gardener watered the flower bed the plants revived.,9,9
critical,26,ambiguous,long,,nonfinal,After the gardener watered the plants that were wilting revived in the afternoon sun.,9,13
critical,26,ambiguous,short,,nonfinal,After the gardener watered the plants revived in the afternoon sun.,6,10
critical,26,unambiguous,long,comma,nonfinal,"After the gardener watered, the plants that were wilting revived in the afternoon sun.",9,13
critical,26,unambiguous,short,comma,nonfinal,"After the gardener watered, the plants revived in the afternoon sun.",6,10
critical,26,unambiguous,long,object,nonfinal,After the gardener watered the flower bed the plants that were wilting revived in the afternoon sun.,12,16
critical,26,unambiguous,short,object,nonfinal,After the gardener watered the flower bed the plants revived in the afternoon sun.,9,13
critical,27,ambiguous,long,,final,Because the employees mopped the bathroom downstairs sparkled.,7,7
critical,27,ambiguous,short,,final,Because the employees mopped the bathroom sparkled.,6,6
critical,27,unambiguous,long,comma,final,"Because the employees mopped, the bathroom downstairs sparkled.",7,7
critical,27,unambiguous,short,comma,final,"Because the employees mopped, the bathroom sparkled.",6,6
critical,27,unambiguous,long,object,final,Because the employees mopped the floor the bathroom downstairs sparkled.,9,9
critical,27,unambiguous,short,object,final,Because the employees mopped the floor the bathroom sparkled.,8,8
critical,27,ambiguous,long,,nonfinal,Because the employees mopped the bathroom downstairs sparkled brilliantly in the light.,7,11
critical,27,ambiguous,short,,nonfinal,Because the employees mopped the bathroom sparkled brilliantly in the light.,6,10
critical,27,unambiguous,long,comma,nonfinal,"Because the employees mopped, the bathroom downstairs sparkled brilliantly in the light.",7,11
critical,27,unambiguous,short,comma,nonfinal,"Because the employees mopped, the bathroom sparkled brilliantly in the light.",6,10
critical,27,unambiguous,long,object,nonfinal,Because the employees mopped the floor the bathroom downstairs sparkled brilliantly in the light.,9,13
critical,27,unambiguous,short,object,nonfinal,Because the employees mopped the floor the bathroom sparkled brilliantly in the light.,8,12
critical,28,ambiguous,long,,final,While the martial artists fought the spectator watching attentively cheered.,9,9
critical,28,ambiguous,short,,final,While the martial artists fought the spectator cheered.,7,7
critical,28,unambiguous,long,comma,final,"While the martial artists fought, the spectator watching attentively cheered.",9,9
critical,28,unambiguous,short,comma,final,"While the martial artists fought, the spectator cheered.",7,7
critical,28,unambiguous,long,object,final,While the martial artists fought each other the spectator watching attentively cheered.,11,11
critical,28,unambiguous,short,object,final,While the martial artists fought each other the spectator cheered.,9,9
critical,28,ambiguous,long,,nonfinal,While the martial artists fought the spectator watching attentively cheered for the underdog.,9,12
critical,28,ambiguous,short,,nonfinal,While the martial artists fought the spectator cheered for the underdog.,7,10
critical,28,unambiguous,long,comma,nonfinal,"While the martial artists fought, the spectator watching attentively cheered for the underdog.",9,12
critical,28,unambiguous,short,comma,nonfinal,"While the martial artists fought, the spectator cheered for the underdog.",7,10
critical,28,unambiguous,long,object,nonfinal,While the martial artists fought each other the spectator watching attentively cheered for the underdog.,11,14
critical,28,unambiguous,short,object,nonfinal,While the martial artists fought each other the spectator cheered for the underdog.,9,12
critical,29,ambiguous,long,,final,Before the fans notice the celebrity shopping discreetly flees.,8,8
critical,29,ambiguous,short,,final,Before the fans notice the celebrity flees.,6,6
critical,29,unambiguous,long,comma,final,"Before the fans notice, the celebrity shopping discreetly flees.",8,8
critical,29,unambiguous,short,comma,final,"Before the fans notice, the celebrity flees.",6,6
critical,29,unambiguous,long,object,final,Before the fans notice him the celebrity shopping discreetly flees.,9,9
critical,29,unambiguous,short,object,final,Before the fans notice him the celebrity flees.,7,7
critical,29,ambiguous,long,,nonfinal,Before the fans notice the celebrity shopping discreetly flees in his limousine.,8,11
critical,29,ambiguous,short,,nonfinal,Before the fans notice the celebrity flees in his limousine.,6,9
critical,29,unambiguous,long,comma,nonfinal,"Before the fans notice, the celebrity shopping discreetly flees in his limousine.",8,11
critical,29,unambiguous,short,comma,nonfinal,"Before the fans notice, the celebrity flees in his limousine.",6,9
critical,29,unambiguous,long,object,nonfinal,Before the fans notice him the celebrity shopping discreetly flees in his limousine.,9,12
critical,29,unambiguous,short,object,nonfinal,Before the fans notice him the celebrity flees in his limousine.,7,10
critical,30,ambiguous,long,,final,While the chef cooked the stew with vegetables simmered.,8,8
critical,30,ambiguous,short,,final,While the chef cooked the stew simmered.,6,6
critical,30,unambiguous,long,comma,final,"While the chef cooked, the stew with vegetables simmered.",8,8
critical,30,unambiguous,short,comma,final,"While the chef cooked, the stew simmered.",6,6
critical,30,unambiguous,long,object,final,While the chef cooked the main course the stew with vegetables simmered.,11,11
critical,30,unambiguous,short,object,final,While the chef cooked the main course the stew simmered.,9,9
critical,30,ambiguous,long,,nonfinal,While the chef cooked the stew with vegetables simmered on the back burner.,8,12
critical,30,ambiguous,short,,nonfinal,While the chef cooked the stew simmered on the back burner.,6,10
critical,30,unambiguous,long,comma,nonfinal,"While the chef cooked, the stew with vegetables simmered on the back burner.",8,12
critical,30,unambiguous,short,comma,nonfinal,"While the chef cooked, the stew simmered on the back burner.",6,10
critical,30,unambiguous,long,object,nonfinal,While the chef cooked the main course the stew with vegetables simmered on the back burner.,11,15
critical,30,unambiguous,short,object,nonfinal,While the chef cooked the main course the stew simmered on the back burner.,9,13
critical,31,ambiguous,long,,final,While the mom dressed the baby fidgeting restlessly cried.,8,8
critical,31,ambiguous,short,,final,While the mom dressed the baby cried.,6,6
critical,31,unambiguous,long,comma,final,"While the mom dressed, the baby fidgeting restlessly cried.",8,8
critical,31,unambiguous,short,comma,final,"While the mom dressed, the baby cried.",6,6
critical,31,unambiguous,long,object,final,While the mom dressed herself the baby fidgeting restlessly cried.,9,9
critical,31,unambiguous,short,object,final,While the mom dressed herself the baby cried.,7,7
critical,31,ambiguous,long,,nonfinal,While the mom dressed the baby fidgeting restlessly cried loudly in her crib.,8,12
critical,31,ambiguous,short,,nonfinal,While the mom dressed the baby cried loudly in her crib.,6,10
critical,31,unambiguous,long,comma,nonfinal,"While the mom dressed, the baby fidgeting restlessly cried loudly in her crib.",8,12
critical,31,unambiguous,short,comma,nonfinal,"While the mom dressed, the baby cried loudly in her crib.",6,10
critical,31,unambiguous,long,object,nonfinal,While the mom dressed herself the baby fidgeting restlessly cried loudly in her crib.,9,13
critical,31,unambiguous,short,object,nonfinal,While the mom dressed herself the baby cried loudly in her crib.,7,11
critical,32,ambiguous,long,,final,After the customer emailed the company providing phone service replied.,9,9
critical,32,ambiguous,short,,final,After the customer emailed the company replied.,6,6
critical,32,unambiguous,long,comma,final,"After the customer emailed, the company providing phone service replied.",9,9
critical,32,unambiguous,short,comma,final,"After the customer emailed, the company replied.",6,6
critical,32,unambiguous,long,object,final,After the customer emailed the help desk the company providing phone service replied.,12,12
critical,32,unambiguous,short,object,final,After the customer emailed the help desk the company replied.,9,9
critical,32,ambiguous,long,,nonfinal,After the customer emailed the company providing phone service replied within a few hours.,9,13
critical,32,ambiguous,short,,nonfinal,After the customer emailed the company replied within a few hours.,6,10
critical,32,unambiguous,long,comma,nonfinal,"After the customer emailed, the company providing phone service replied within a few hours.",9,13
critical,32,unambiguous,short,comma,nonfinal,"After the customer emailed, the company replied within a few hours.",6,10
critical,32,unambiguous,long,object,nonfinal,After the customer emailed the help desk the company providing phone service replied within a few hours.,12,16
critical,32,unambiguous,short,object,nonfinal,After the customer emailed the help desk the company replied within a few hours.,9,13
critical,33,ambiguous,long,,final,As the guest photographed the couple of newlyweds smiled.,8,8
critical,33,ambiguous,short,,final,As the guest photographed the couple smiled.,6,6
critical,33,unambiguous,long,comma,final,"As the guest photographed, the couple of newlyweds smiled.",8,8
critical,33,unambiguous,short,comma,final,"As the guest photographed, the couple smiled.",6,6
critical,33,unambiguous,long,object,final,As the guest photographed the ceremony the couple of newlyweds smiled.,10,10
critical,33,unambiguous,short,object,final,As the guest photographed the ceremony the couple smiled.,8,8
critical,33,ambiguous,long,,nonfinal,As the guest photographed the couple of newlyweds smiled for the camera.,8,11
critical,33,ambiguous,short,,nonfinal,As the guest photographed the couple smiled for the camera.,6,9
critical,33,unambiguous,long,comma,nonfinal,"As the guest photographed, the couple of newlyweds smiled for the camera.",8,11
critical,33,unambiguous,short,comma,nonfinal,"As the guest photographed, the couple smiled for the camera.",6,9
critical,33,unambiguous,long,object,nonfinal,As the guest photographed the ceremony the couple of newlyweds smiled for the camera.,10,13
critical,33,unambiguous,short,object,nonfinal,As the guest photographed the ceremony the couple smiled for the camera.,8,11
critical,34,ambiguous,long,,final,While the tailor was measuring the suit made of vintage tweed ripped.,11,11
critical,34,ambiguous,short,,final,While the tailor was measuring the suit ripped.,7,7
critical,34,unambiguous,long,comma,final,"While the tailor was measuring, the suit made of vintage tweed ripped.",11,11
critical,34,unambiguous,short,comma,final,"While the tailor was measuring, the suit ripped.",7,7
critical,34,unambiguous,long,object,final,While the tailor was measuring the client's inseam the suit made of vintage tweed ripped.,14,14
critical,34,unambiguous,short,object,final,While the tailor was measuring the client's inseam the suit ripped.,10,10
critical,34,ambiguous,long,,nonfinal,While the tailor was measuring the suit made of vintage tweed ripped along a weak seam.,11,15
critical,34,ambiguous,short,,nonfinal,While the tailor was measuring the suit ripped along a weak seam.,7,11
critical,34,unambiguous,long,comma,nonfinal,"While the tailor was measuring, the suit made of vintage tweed ripped along a weak seam.",11,15
critical,34,unambiguous,short,comma,nonfinal,"While the tailor was measuring, the suit ripped along a weak seam.",7,11
critical,34,unambiguous,long,object,nonfinal,While the tailor was measuring the client's inseam the suit made of vintage tweed ripped along a weak seam.,14,18
critical,34,unambiguous,short,object,nonfinal,While the tailor was measuring the client's inseam the suit ripped along a weak seam.,10,14
critical,35,ambiguous,long,,final,After our team won the tournament in basketball advanced.,8,8
critical,35,ambiguous,short,,final,After our team won the tournament advanced.,6,6
critical,35,unambiguous,long,comma,final,"After our team won, the tournament in basketball advanced.",8,8
critical,35,unambiguous,short,comma,final,"After our team won, the tournament advanced.",6,6
critical,35,unambiguous,long,object,final,After our team won the semifinals the tournament in basketball advanced.,10,10
critical,35,unambiguous,short,object,final,After our team won the semifinals the tournament advanced.,8,8
critical,35,ambiguous,long,,nonfinal,After our team won the tournament in basketball advanced to the final round.,8,12
critical,35,ambiguous,short,,nonfinal,After our team won the tournament advanced to the final round.,6,10
critical,35,unambiguous,long,comma,nonfinal,"After our team won, the tournament in basketball advanced to the final round.",8,12
critical,35,unambiguous,short,comma,nonfinal,"After our team won, the tournament advanced to the final round.",6,10
critical,35,unambiguous,long,object,nonfinal,After our team won the semifinals the tournament in basketball advanced to the final round.,10,14
critical,35,unambiguous,short,object,nonfinal,After our team won the semifinals the tournament advanced to the final round.,8,12
critical,36,ambiguous,long,,final,As the musician played the song of mourning crescendoed.,8,8
critical,36,ambiguous,short,,final,As the musician played the song crescendoed.,6,6
critical,36,unambiguous,long,comma,final,"As the musician played, the song of mourning crescendoed.",8,8
critical,36,unambiguous,short,comma,final,"As the musician played, the song crescendoed.",6,6
critical,36,unambiguous,long,object,final,As the musician played the piano the song of mourning crescendoed.,10,10
critical,36,unambiguous,short,object,final,As the musician played the piano the song crescendoed.,8,8
critical,36,ambiguous,long,,nonfinal,As the musician played the song of mourning crescendoed to a dramatic climax.,8,12
critical,36,ambiguous,short,,nonfinal,As the musician played the song crescendoed to a dramatic climax.,6,10
critical,36,unambiguous,long,comma,nonfinal,"As the musician played, the song of mourning crescendoed to a dramatic climax.",8,12
critical,36,unambiguous,short,comma,nonfinal,"As the musician played, the song crescendoed to a dramatic climax.",6,10
critical,36,unambiguous,long,object,nonfinal,As the musician played the piano the song of mourning crescendoed to a dramatic climax.,10,14
critical,36,unambiguous,short,object,nonfinal,As the musician played the piano the song crescendoed to a dramatic climax.,8,12
filler,1,,,,,The little blonde girls turned out to be daughters of one of the neighbors.,-1,13
filler,2,,,,,After the show the famous violinist met with some of his devoted fans.,-1,12
filler,3,,,,,The pharmacologist made sure that the new shipment of patches didn't have any tears.,-1,13
filler,4,,,,,On returning from abroad the accountant discovered he had a serious case of malaria.,-1,13
filler,5,,,,,The coach encouraged his team as the game turned increasingly discouraging.,-1,10
filler,6,,,,,The photographer posed the newlyweds in front of an old oak tree that stood by the pond.,-1,16
filler,7,,,,,The horse galloped furiously around the field before jumping over the fence.,-1,11
filler,8,,,,,The talented cartoonists drew a huge illustration of the upcoming mall to be opened in May.,-1,15
filler,9,,,,,The protesters rallied outside the state capital to petition the widely controversial bill.,-1,12
filler,10,,,,,The small orange kitten climbed up the curtains behind the couch when the vacuum turned on.,-1,15
filler,11,,,,,The captain made sure the sailors fixed the rudder before setting sail.,-1,11
filler,12,,,,,The student felt that he hadn't prepared sufficiently after he finished the midterm.,-1,12
filler,13,,,,,The boys rode their bikes past the yellow wall that stood in front of the old factory.,-1,16
filler,14,,,,,The desert bandits joked that the oasis in the horizon was all but a wild fantasy.,-1,15
filler,15,,,,,The carpenter told all the disappointed applicants that he was not taking any new apprentices.,-1,14
filler,16,,,,,The California judges requested the opinions of various industry leaders.,-1,9
filler,17,,,,,The dance troupe forgot most of the steps when they performed for the prime minister.,-1,14
filler,18,,,,,There were several noblemen who kept insisting that the croutons were too soft.,-1,12
filler,19,,,,,The priest checked twice that he had all the supplies ready for the event on Sunday.,-1,15
filler,20,,,,,The jeweler showed off his collection of rare and precious stones at the convention.,-1,13
filler,21,,,,,The serious man shifted his glasses to indicate the prisoners would be set free.,-1,13
filler,22,,,,,The doctor made the nurse administer the shot because he didn't like to give shots to children.,-1,16
filler,23,,,,,The football player performed a humorous victory dance at the end zone.,-1,11
filler,24,,,,,The journalists were riled up to hear that the famous British actor threw a fit on the set.,-1,17
filler,25,,,,,The salesman made sure that there were people all around to witness his biggest sale.,-1,14
filler,26,,,,,The guides were in the process of explaining the delay when the boat started to move again.,-1,16
filler,27,,,,,The detective's computer crashed and all the important documents were lost.,-1,10
filler,28,,,,,The chiefs perform a ceremony for each family's oldest child every time there is a full moon.,-1,16
filler,29,,,,,The saleslady found herself surrounded by angry shoppers who wanted their money back.,-1,12
filler,30,,,,,The scientist forgot to make sure that the temperature was set to zero degrees.,-1,13
filler,31,,,,,The candy shop was small but tidy and smelled deliciously of chocolate.,-1,11
filler,32,,,,,The virus caused an unusual amount of workers at the city hall to call in sick.,-1,15
filler,33,,,,,The furious man standing at the mayor's door was angry about the high cost of electricity.,-1,15
filler,34,,,,,The bartender tried several times to get the woman to order from the secret menu.,-1,14
filler,35,,,,,The seamstress fretted over whether the dress would be finished in time.,-1,11
practice,1,,,,,The owner of the store selling jewelry gave a discount to the regular customers.,-1,13
practice,2,,,,,The mother of the child packed him a lunch that contained chicken nuggets and leftovers from the night before.,-1,18
practice,3,,,,,No one liked the song I wrote.,-1,6
practice,4,,,,,"The semester will start next week, but the students and teachers are not ready.",-1,13
practice,5,,,,,"While the teacher explained the lesson, the students took notes.",-1,9
